369	428	101390.00	25.70
368	428	101386.00	25.70
367	428	101386.00	25.70
366	427	101386.00	25.70
365	427	101385.00	25.70
364	426	101394.00	25.70
363	433	101389.00	25.70
361	433	101392.00	25.70
361	435	101388.00	25.70
361	434	101394.00	25.70
360	435	101384.00	25.70
359	434	101390.00	25.70
359	436	101387.00	25.70
359	432	101393.00	25.60
358	428	101392.00	25.60
355	430	101393.00	25.60
352	436	101393.00	25.60
351	435	101390.00	25.60
349	432	101393.00	25.60
348	432	101389.00	25.60
347	432	101384.00	25.60
347	433	101385.00	25.60
347	434	101394.00	25.60
347	429	101392.00	25.50
345	427	101386.00	25.50
342	428	101389.00	25.50
341	426	101385.00	25.50
338	424	101386.00	25.50
336	421	101388.00	25.50
333	419	101384.00	25.50
330	415	101386.00	25.50
329	419	101391.00	25.50
327	421	101391.00	25.50
324	417	101388.00	25.50
322	418	101397.00	25.50
319	418	101383.00	25.50
319	421	101390.00	25.50
318	421	101385.00	25.50
318	423	101379.00	25.50
317	422	101392.00	25.50
317	421	101384.00	25.50
318	417	101394.00	25.50
320	418	101389.00	25.50
320	415	101382.00	25.50
320	419	101390.00	25.50
319	422	101389.00	25.50
319	419	101390.00	25.50
317	418	101387.00	25.50
315	418	101390.00	25.50
314	419	101390.00	25.50
313	421	101389.00	25.50
312	420	101391.00	25.50
311	423	101392.00	25.50
310	421	101386.00	25.50
310	420	101389.00	25.50
311	418	101388.00	25.50
311	417	101394.00	25.50
310	415	101392.00	25.50
309	418	101388.00	25.50
309	415	101389.00	25.50
309	414	101391.00	25.50
309	410	101395.00	25.50
310	409	101389.00	25.50
310	406	101389.00	25.50
311	406	101389.00	25.50
313	407	101391.00	25.50
315	406	101385.00	25.50
315	408	101394.00	25.60
315	406	101392.00	25.50
314	408	101387.00	25.60
316	407	101391.00	25.60
317	405	101384.00	25.60
317	403	101386.00	25.60
317	409	101392.00	25.60
317	409	101386.00	25.50
317	405	101392.00	25.60
318	406	101383.00	25.60
317	406	101386.00	25.60
315	409	101389.00	25.60
314	406	101387.00	25.60
313	410	101384.00	25.60
313	407	101389.00	25.60
313	408	101386.00	25.60
311	406	101388.00	25.60
309	407	101381.00	25.60
309	412	101385.00	25.60
307	412	101384.00	25.60
305	412	101383.00	25.60
305	410	101382.00	25.60
305	414	101379.00	25.60
305	413	101380.00	25.60
305	412	101386.00	25.60
306	415	101382.00	25.60
306	417	101388.00	25.60
305	417	101380.00	25.60
306	418	101389.00	25.60
307	419	101388.00	25.60
307	418	101379.00	25.60
308	420	101385.00	25.60
309	419	101386.00	25.60
310	420	101379.00	25.60
310	421	101380.00	25.60
310	421	101385.00	25.60
311	421	101383.00	25.60
312	420	101379.00	25.70
313	422	101382.00	25.70
313	405	101387.00	25.70
313	403	101387.00	25.70
313	406	101385.00	25.70
313	403	101387.00	25.70
314	404	101383.00	25.70
315	404	101382.00	25.70
316	407	101383.00	25.70
314	423	101386.00	25.70
313	424	101387.00	25.70
312	420	101385.00	25.70
311	412	101384.00	25.70
310	411	101385.00	25.70
309	411	101379.00	25.70
309	412	101377.00	25.70
309	409	101387.00	25.70
310	408	101383.00	25.70
309	412	101388.00	25.70
308	409	101387.00	25.70
307	409	101386.00	25.70
307	413	101384.00	25.70
307	409	101382.00	25.70
307	412	101383.00	25.70
306	409	101379.00	25.70
305	412	101388.00	25.70
305	409	101389.00	25.80
304	410	101387.00	25.80
303	410	101390.00	25.80
303	408	101383.00	25.80
304	407	101383.00	25.80
304	409	101383.00	25.80
303	408	101388.00	25.80
303	409	101386.00	25.80
304	410	101381.00	25.80
305	408	101385.00	25.80
306	408	101388.00	25.80
305	404	101382.00	25.80
305	401	101387.00	25.80
306	402	101383.00	25.80
308	403	101388.00	25.90
309	406	101390.00	25.90
310	410	101390.00	25.90
311	420	101387.00	25.90
311	417	101386.00	25.90
314	419	101388.00	25.90
316	405	101385.00	25.90
317	405	101381.00	25.90
317	409	101384.00	25.90
318	412	101385.00	25.90
320	412	101389.00	25.90
323	412	101385.00	26.00
325	411	101386.00	26.00
330	413	101378.00	26.00
334	412	101380.00	26.00
336	412	101391.00	26.00
339	409	101388.00	26.00
340	407	101388.00	26.00
343	405	101390.00	26.00
347	408	101375.00	26.00
349	402	101389.00	26.00
352	402	101387.00	26.00
353	404	101389.00	26.10
355	404	101389.00	26.10
358	414	101388.00	26.10
362	414	101383.00	26.10
364	401	101385.00	26.10
368	401	101388.00	26.10
370	401	101385.00	26.10
373	399	101379.00	26.10
375	398	101378.00	26.20
376	401	101387.00	26.20
378	399	101387.00	26.20
381	403	101383.00	26.20
383	401	101384.00	26.20
386	404	101383.00	26.20
387	403	101383.00	26.20
388	403	101387.00	26.20
391	403	101386.00	26.20
395	404	101388.00	26.20
398	401	101382.00	26.20
402	402	101389.00	26.20
405	402	101384.00	26.20
406	402	101382.00	26.20
408	402	101382.00	26.20
409	402	101384.00	26.20
413	401	101386.00	26.20
417	402	101384.00	26.30
419	401	101382.00	26.30
423	402	101388.00	26.30
424	406	101386.00	26.30
426	404	101391.00	26.30
428	401	101395.00	26.30
430	400	101392.00	26.30
431	399	101390.00	26.30
431	398	101384.00	26.30
431	405	101387.00	26.30
433	400	101382.00	26.30
435	401	101388.00	26.30
437	403	101384.00	26.30
439	397	101385.00	26.30
441	397	101386.00	26.30
441	404	101389.00	26.40
442	406	101389.00	26.40
443	396	101388.00	26.40
447	396	101389.00	26.40
449	397	101385.00	26.40
450	399	101383.00	26.40
450	395	101389.00	26.40
451	398	101392.00	26.40
455	398	101384.00	26.40
459	407	101381.00	26.40
464	408	101382.00	26.40
466	402	101388.00	26.40
469	412	101380.00	26.40
471	417	101380.00	26.40
477	411	101383.00	26.40
483	413	101385.00	26.40
484	416	101378.00	26.50
487	418	101382.00	26.40
490	419	101385.00	26.40
493	420	101384.00	26.40
495	426	101383.00	26.50
496	425	101383.00	26.40
496	425	101382.00	26.50
496	426	101381.00	26.50
494	426	101387.00	26.50
493	427	101387.00	26.50
495	427	101386.00	26.50
497	425	101376.00	26.50
498	428	101386.00	26.50
499	437	101378.00	26.50
499	436	101374.00	26.50
500	438	101378.00	26.40
501	438	101388.00	26.50
501	438	101384.00	26.40
502	437	101382.00	26.40
504	440	101379.00	26.50
504	463	101376.00	26.50
504	466	101380.00	26.50
504	462	101383.00	26.50
504	463	101382.00	26.50
507	464	101385.00	26.50
508	463	101384.00	26.50
508	465	101382.00	26.50
508	464	101385.00	26.50
510	462	101375.00	26.50
513	462	101379.00	26.50
513	461	101381.00	26.50
512	465	101379.00	26.40
512	466	101379.00	26.40
511	465	101384.00	26.40
510	465	101381.00	26.40
510	465	101382.00	26.40
511	464	101380.00	26.40
512	459	101383.00	26.40
511	459	101380.00	26.40
510	465	101378.00	26.40
508	464	101383.00	26.40
507	464	101375.00	26.40
507	464	101376.00	26.40
507	464	101377.00	26.40
508	463	101380.00	26.40
509	464	101380.00	26.40
509	464	101378.00	26.40
507	464	101377.00	26.30
506	464	101379.00	26.30
506	464	101385.00	26.30
505	464	101376.00	26.30
506	465	101380.00	26.30
508	464	101381.00	26.30
510	465	101379.00	26.30
510	465	101371.00	26.30
510	465	101379.00	26.30
511	466	101376.00	26.20
512	463	101379.00	26.20
512	447	101380.00	26.20
511	438	101376.00	26.20
511	455	101373.00	26.20
510	453	101374.00	26.20
510	450	101378.00	26.10
508	455	101374.00	26.10
502	456	101381.00	26.10
500	456	101381.00	26.10
494	456	101377.00	26.10
489	450	101372.00	26.10
486	451	101377.00	26.10
485	453	101378.00	26.00
482	451	101383.00	26.00
477	451	101378.00	26.10
472	453	101385.00	26.00
470	459	101384.00	26.00
470	459	101382.00	26.00
469	460	101377.00	26.00
467	460	101379.00	26.00
466	460	101379.00	26.00
467	461	101378.00	26.00
468	461	101377.00	26.00
468	462	101381.00	26.00
467	462	101381.00	26.00
467	462	101381.00	26.00
468	462	101379.00	26.00
468	462	101377.00	26.00
466	463	101380.00	26.00
463	464	101386.00	26.00
462	463	101382.00	26.00
463	464	101375.00	26.00
463	463	101375.00	26.00
464	464	101387.00	26.00
466	464	101380.00	26.00
468	464	101372.00	26.00
469	463	101382.00	26.00
471	464	101383.00	26.00
472	463	101376.00	26.00
472	463	101381.00	26.00
472	463	101379.00	26.00
474	458	101377.00	26.00
474	462	101377.00	26.00
477	463	101376.00	26.00
479	462	101375.00	26.00
478	463	101381.00	26.00
476	459	101373.00	26.00
471	458	101375.00	26.00
464	460	101378.00	26.00
460	461	101374.00	25.90
450	464	101370.00	25.90
441	464	101374.00	25.90
431	462	101378.00	25.90
420	463	101374.00	25.90
415	464	101379.00	25.90
406	464	101379.00	25.90
397	464	101382.00	25.90
390	465	101375.00	25.90
383	464	101378.00	25.90
379	465	101370.00	25.90
371	464	101375.00	25.90
363	464	101378.00	25.90
357	464	101373.00	25.90
354	464	101375.00	25.90
348	463	101378.00	25.90
343	462	101376.00	25.90
341	463	101376.00	25.90
340	462	101370.00	25.90
339	462	101374.00	25.90
338	461	101375.00	25.90
336	461	101374.00	26.00
335	463	101374.00	26.00
335	465	101373.00	26.00
336	465	101376.00	26.00
339	464	101372.00	26.00
341	465	101376.00	26.00
343	464	101375.00	26.00
343	464	101375.00	26.00
344	464	101369.00	26.00
344	465	101371.00	26.00
343	465	101374.00	26.00
341	464	101378.00	26.00
341	465	101365.00	26.00
341	464	101376.00	26.00
343	464	101371.00	26.00
343	463	101376.00	26.00
344	462	101372.00	26.00
345	462	101373.00	26.00
347	463	101375.00	26.00
348	462	101380.00	26.00
350	462	101379.00	26.00
